Date,Cobalt,Copper,Nickel,Lithium,Aluminium,Zinc,Lead,Titanium,Manganese,Magnesium,Cadmium,Chromium,Iron
2021-01-19,42204.94047001431,7728.505901640212,17059.86238297554,13767.20593870114,2836.909000680939,3439.145830336774,2310.9301929231374,5817.064058237328,1344.1927631596998,3991.584197402167,1224.1437433910726,12437.948384586836,189.8528376243378
2021-01-20,45882.537901132855,10045.68614664752,19215.601054561816,6241.821249304114,2693.9965877606546,3399.741363406324,1988.8896452560093,5715.8029758280545,1292.8097386425957,3808.687653350842,1447.3257281908839,11084.726029520054,172.651032313383
2021-01-21,48312.77347388146,9350.076961745188,19238.422483931554,13643.004949487255,3196.4800903014375,2778.5250547415208,2223.508235920055,4574.527091038352,1445.100615705646,3835.3231458975993,1496.8274899817334,12460.669554931541,174.3463757811221
2021-01-22,40183.56908539625,8010.7904825914375,19832.68142064772,8444.602912733993,2653.2056573339923,3076.9142062474025,2281.565937690967,4466.927706908018,1278.7648741434805,3643.6979942264916,1380.266229246064,11464.233068201205,213.73357518636317
2021-01-23,38731.43391608005,9080.408395762088,16042.081850157769,7951.06040161356,1966.4810652200401,2802.7364697571556,2260.7250189393685,5847.519211372384,1319.3972024805946,3890.487428003549,1516.4269625240286,12484.212562065524,192.9537633432625
2021-01-24,45066.84299938314,8167.89608921714,18963.988074362493,10573.315855040755,2099.7764563109463,2680.30165509821,2212.5433631918954,4632.310409892304,1470.3725530883983,2511.9510661422246,1001.8646556187609,12548.25571489695,153.79315339558008
2021-01-25,39265.942145680194,8599.266576812326,17147.43177139701,13928.972170200104,2338.2212174982647,2917.9780683597673,2336.464672083252,5051.148805616595,1495.7055382525257,3627.3098209867903,1316.533867294425,12805.238136367252,192.19174537699539
2021-01-26,46893.11738617142,9896.858316105645,19192.308304513455,15176.029097207214,2885.406201254948,3022.657895883974,2229.3603904229194,4841.296537179175,1385.782703585434,3103.7602627056463,1059.3022966383812,12802.58899456237,218.24583953906614
2021-01-27,42942.30006760078,9450.645403652019,19098.35327862378,8337.903805042328,2096.8065503600133,3130.2861117275643,2168.362784837993,4679.308051453523,1440.8305050338192,3240.7299351460815,1203.250784428789,11001.62073520531,204.93674697558745
2021-01-28,33036.32476915159,8405.044629895536,16653.947600958712,12957.887182537532,2249.676805744495,2616.8695244577975,1905.420313386759,4128.227770461065,1016.2080161068553,3120.213459981761,1425.0857323310233,11265.114638576959,154.0451409285709
2021-01-29,51738.48844683214,10051.616789289164,18264.857653508643,15013.55948743631,2247.6556684702955,2610.4459636242104,2157.2411726743976,4210.251740094748,1122.8553210177824,3680.06496921173,1281.8431431007489,10931.0521191953,146.82666856115165
2021-01-30,36927.90839367737,8714.593038710893,18392.29076330691,6126.2499840482205,3085.1976909949126,3123.197407054705,2168.054553582613,5451.569813577698,1499.4891831168766,3264.286445748092,1578.9775286310887,10437.108233864177,161.85320931672894
2021-01-31,35738.29174612657,9920.03301903742,18912.22013978743,16202.85902795486,2679.6784607992404,3564.277904344146,2057.0576162755124,5360.533204625345,1094.5591844471965,2526.931194554626,1415.0368773292876,12870.520323056931,205.82793921860224
2021-02-01,51564.02517518708,9469.973852736226,18548.889669100285,7789.584772596616,2416.731254219726,3499.6227899114597,2256.1012057392422,5910.439184837386,1402.6638301892654,3129.904397905567,1327.5268615935122,10963.447722706553,146.75819012321844
2021-02-02,43993.327838509475,8760.63865716113,16910.331687474256,16285.371333732679,3160.8569030826156,2619.335957813015,2163.9853665011665,5954.039567312704,1330.5482430291074,3212.3047079187504,1049.6653911537187,12089.179696813471,186.24952601103647
2021-02-03,33121.857391504964,9578.616320148823,16213.011017772227,13226.422978207953,2516.7455851526115,3181.138860345749,2173.027282984873,5598.630487114628,1365.8065194122105,2618.5982448789773,1483.7248763295627,11464.601050889572,141.88000452828462
2021-02-04,41185.86542434444,8235.12103382862,17528.313663765377,16320.685527323403,2396.867596340484,3512.1999368918605,2116.309027282509,4566.587347596834,1100.0377034052847,2700.904523155209,1090.4865626551539,11674.756892346257,145.34293330058023
2021-02-05,42925.97870726776,9814.236438229238,18864.23488740346,12856.756625314927,2240.461651128049,3165.6818431153038,2275.6737181747258,4030.6452619608044,1185.9393206572363,3788.381558305592,1001.4307803122994,11463.619752292698,141.3014331671474
2021-02-06,47768.43333770477,7994.19741177369,17392.780804163478,15557.385989362869,2412.0456711324623,3438.698915604963,2097.139488131215,4137.490207532494,1485.1483336913718,2899.7292567556906,1271.9059311119834,12288.37681004683,135.00542026187904
2021-02-07,40246.81429219517,8385.161412919297,17421.860150714503,11436.324130582481,2605.862918168498,2876.344952088538,2299.171607095089,4614.279812478723,1276.5716357597873,3157.5851322878616,1547.1042453594891,12963.647816872208,163.81030278534203
2021-02-08,48061.80425073643,10017.370773385883,16383.483397800564,16746.763785956944,2912.0832809103263,2608.288174324018,2046.2496777621543,4438.399023923594,1238.8601314843727,2904.2334645247442,1546.0093663012399,11267.488815088114,130.98317016241393
2021-02-09,48014.81898002335,8237.832300356233,16087.284333076299,7375.100838175282,3005.9347763470614,2678.4346994860425,2095.3841257074196,5496.882894762425,1071.8377913129784,2879.023075123968,1104.8541288543784,10010.25717000678,187.91817357975214
2021-02-10,46245.52535551193,8959.50481422865,18739.386199034376,15151.145129674022,3017.568409010545,3093.6592208247257,2139.491041229943,5365.577955353432,1125.1085729096721,2810.8860020547504,1302.1908861290738,11401.027746192514,154.0020329374299
2021-02-11,34155.20870734694,7768.654626933634,17849.766442853135,15014.40490874731,2422.7058643257133,3543.7506516128215,2056.884220015867,5612.440411906818,1504.6928617159458,3463.306788211211,1440.862802219444,10132.829604961711,189.4790528550866
2021-02-12,39827.786744708166,9756.90084405161,19623.5188135727,13477.597103444135,2084.0141017884416,3177.949113848935,1952.3611566616398,4979.5781109129,1164.9359218003049,3043.4568133690336,1121.9249659050574,11709.845429900393,132.5930052705191
2021-02-13,38454.887202964266,9507.410694201968,17458.92626056586,13726.704834145869,2745.1428278882936,3438.069571829991,1941.307442087131,4672.5795660326,1001.6271528275812,2427.973291357784,1087.5973776979924,11621.532143067954,179.44024412166462
2021-02-14,42894.18479181448,10352.665249353344,16477.386578389986,16746.319476265628,2072.649599873908,2923.180185848244,2397.8491239974237,4617.543036544767,1076.3500715615128,2963.9982688935643,1140.550682245394,10886.960334980686,148.55633387077273
2021-02-15,42049.97473256497,8434.83177881181,19814.47885313209,16465.681364754266,2633.9095413978994,3419.8621598490354,2219.2426926979,5879.170000479374,1146.9483381230812,3005.136163617938,1479.2014583509952,10501.777047852163,146.40420744003782
2021-02-16,48293.0660305098,8695.394390057314,17585.521990369096,16004.020521562814,2126.7031340893614,2643.7510375069705,2030.6383816855644,4212.59835313209,1375.1403803022222,3461.4497482174056,1494.1623554055507,11734.424284809396,173.13478371699614
2021-02-17,38599.678718757335,8624.314619336617,17571.13146046379,9505.159847098474,3056.6304234935715,3477.9453254329533,1920.6859594531836,4482.850866144813,1371.5761830883146,2649.5789105813697,1342.3721926332255,10168.604288584056,158.49814978816897
2021-02-18,33700.71743439252,9804.407005023084,18037.972099687002,12349.001776060737,2813.3399939574447,3514.940707689654,1918.7649219844611,4179.303002548027,1455.946793569492,3806.9301204212998,1469.8835731809559,12650.512481158941,157.80158725042406
2021-02-19,33321.684425835854,8202.752471423146,16410.96996910406,10683.897125671008,2699.218143272697,3133.6754537366887,2015.279619726826,5523.9630832533585,1453.6529084647666,3693.476653192017,1532.7867126089845,11797.287142306212,173.42525955486184
2021-02-20,46477.05444468159,10248.699650269931,17418.46436038909,6380.188090109413,2779.9777453208535,2750.5496380077643,2126.982080269252,5885.8433452020945,1230.955860188839,2486.6844597626564,1335.3717415111485,11497.632927089107,203.4190949381968
2021-02-21,48924.49120429504,8857.710924666026,16763.656709408464,8814.24789246673,2396.166634190947,3115.082562957241,2227.467243791048,5786.620969535006,1575.5009959101567,2536.166152550066,1501.148652093773,11601.288438149419,212.3997672597186
2021-02-22,34572.38620364604,9061.382000815553,19857.73634098255,7969.1995900796355,2367.857454608772,2877.890986898439,2209.646327012344,5291.523077111047,1467.4019244914043,3209.9591327768153,1374.459558395678,12205.109295576616,139.71634346159726
2021-02-23,34812.04534723215,8225.703929610037,18443.739487943254,8993.176193408966,2241.4497123945193,3218.7109032348053,1951.711996072016,5059.058409875868,1047.1475351370127,2781.6234988999404,1344.3583202178438,10550.471145856907,210.7101335234807
2021-02-24,49490.904841678006,9619.418393136968,19225.272855683346,12197.478101806573,2032.3151528015026,3309.8659012891058,2117.323655296634,4189.402294891849,1396.8038299163477,2592.7566473775782,1034.2351949304925,10405.00489269845,147.9986791913154
2021-02-25,40343.690546341335,9587.000109719016,19263.64490723583,15520.875986816438,2549.893727996534,2991.3996883330656,2345.7016394902585,5916.493774614386,1262.6495553460904,2356.6388881143594,1449.499061157034,11819.145129096862,169.22303207242692
2021-02-26,49206.63102068794,8719.86205735056,19705.969401850823,7381.663867567826,2790.1697642029844,3068.8595328396286,2131.7828192690063,5139.825557570614,1482.5297604435816,3608.798180800245,1229.548334795376,12467.098754811122,163.39795298297804
2021-02-27,34769.384954453715,8700.181090270496,18446.513841582822,8252.988531276806,2494.984538824026,3490.2450847562686,2145.91798607557,4314.164732348672,1230.3351703466735,3301.129204360904,1352.0083092440536,12981.470614434955,189.97345788438378
2021-02-28,42797.46720757022,9205.003562214597,16022.42777679052,7663.000585247534,2140.7489385723634,2699.9861419198683,2319.3654509611188,4414.929862273487,1240.369273224293,3990.347776180019,1243.079646543673,10305.679736674658,210.0739723721881
2021-03-01,36728.192479172874,9774.826978200854,17282.45653490795,8427.984764594863,3100.441007622607,3148.968202316235,1902.515478136082,5657.537158020251,1113.2377439062286,2481.2719306572058,1384.0848727721627,10167.093372300707,162.84637970191412
2021-03-02,34099.39786370885,9900.478494496283,18177.250684779046,12815.384960531992,1965.8866283864304,3543.340865802972,2368.885162376137,5035.075764645972,1493.0973863246043,2746.4941924139425,1266.87273422314,11611.501620105404,200.64806636295003
2021-03-03,45618.166110741215,9141.035241230871,17841.904004496046,11627.410882588802,2102.529890450039,3136.7640719867404,2190.23493544774,5211.551784320587,1025.3879832355103,2317.781177535331,1184.2659506139482,12017.207630525992,131.65734379594022
2021-03-04,46936.50327367076,9378.123837052211,18580.333245302183,16348.077702948496,2645.5301727311826,3287.5935716008735,2277.0892864754924,4872.233027405399,1074.397269115231,3209.9961640197225,1577.448334272362,11186.072007992996,199.96498957128324
2021-03-05,39466.676592541226,9722.073045377458,17374.035671823884,12106.932530566162,2544.0649086838375,2660.0649311615653,2333.6625867192593,5855.63084568007,1591.8517787477472,2737.0603017574003,1316.115416393594,10679.399369545921,176.0347044245007
2021-03-06,39666.53042081083,9338.593059718962,19949.202182845904,13985.639623727884,2944.6762395721526,3023.7073314604886,2024.895559270323,4431.563274264685,1156.3232812246683,2516.7322800570937,1557.3446824156622,11167.050820270457,214.67530176812983
2021-03-07,49841.45941429035,9452.611336319498,18736.95658366739,8773.615401462048,2886.844093329284,3353.475362665396,1950.6369750917595,5622.561824194896,1268.9201880237931,2572.6095266691186,1151.8191437618145,12932.414315498865,161.34466847002017
2021-03-08,43098.97138197484,8856.317406957209,18820.094369887647,12094.64574948426,2591.5213657101526,3461.283048143785,2007.2620011152376,5287.421075379376,1360.7308877921878,3903.4429552605643,1218.119891644467,10257.114900247614,206.70093297980424
2021-03-09,44117.58841206494,9997.158979536067,19892.212436164577,11186.478572299853,3000.7774026665447,2651.727272765938,2122.029723449462,5517.619826798493,1272.992241219919,3729.824732703897,1205.6876762908794,10734.394215510229,152.92865006851892
2021-03-10,44720.75968494889,8565.125898669963,18913.422299768732,10728.280958278694,2962.8386310787664,3277.9182058644556,1943.8339972466847,5616.323478479831,1461.0735184729158,2914.7614529243883,1155.7866485167938,11599.526981924468,189.02770362076916
2021-03-11,36751.49340618891,8679.110753067785,18752.41380581777,16891.47739143979,2911.6767211237448,2986.195280042953,2385.634185266053,5003.10632682007,1519.0964185633677,3134.126234523397,1374.1586481217637,12347.492039164958,203.24516782004835
2021-03-12,34273.605476677374,8576.988562934488,17065.725073393947,15561.126477839198,2962.9674778415456,2815.840237539271,2038.44359166972,4865.381186633452,1397.962308283402,3759.8679153147045,1141.4548456372145,11047.68458171508,162.78035948676478
2021-03-13,33494.151644556696,9025.37847944707,18661.593985865577,6971.6748191974775,2583.200685854992,2806.6138879980404,2140.8134242855263,5114.763428830736,1555.799654835285,2610.321396378473,1272.2130870000697,11060.42515808641,157.16146850546602
2021-03-14,45859.35849703279,8841.045747153705,19906.772437692212,13023.600104568195,2711.770336464232,2619.0433386507434,2245.8798884115545,5505.907436010909,1010.9495653510294,3013.4525014242554,1559.7483351027597,11036.5925613843,145.21909771293824
2021-03-15,41546.73627416474,10257.17823974233,18203.689062557896,14137.921094126998,3071.1613154260144,3182.5778182402128,1932.6284558800726,5999.980257858218,1095.286266016627,3331.550127970221,1532.6014463226961,12137.48849569525,147.67621403917877
2021-03-16,34286.062758756685,10390.472064533851,17396.277751083704,15076.337989861959,2786.464343868704,3067.833025742106,1921.3862459735844,4223.669016421936,1017.6711093784068,3950.0205301925284,1475.7829574431319,11938.874589707491,144.74331016530482
2021-03-17,47810.36309242513,9684.341799878248,17964.762117760158,13972.786661894366,2628.270084019691,3183.8836856850635,2366.6600669473573,5105.173281250582,1174.6673645644478,3713.5690470250875,1416.785210044866,11315.017990306193,133.95787380653627
2021-03-18,44779.433472986304,7914.743604358881,16811.661365780696,15570.352008286696,2201.911649710848,3535.830826785095,2273.455816643685,5513.307140077003,1179.9480603456786,2338.7593802689103,1463.7743499960227,10581.737069460192,146.49473444606176
2021-03-19,41849.07637491854,9249.20933310877,17554.00019897428,8867.016714668925,2717.4847817025225,3195.361096659659,2398.914444885115,5943.5709897971665,1599.92536135444,3893.944633781955,1068.944523391477,12148.325862178519,175.58708578069016
2021-03-20,45636.20759730754,9259.205535073652,19657.726233989484,16386.70752145302,2024.04415195863,2805.227519927352,2343.0737446872145,5478.501546302713,1171.1438313763279,3282.519850058087,1140.1892480332724,11096.601775784184,137.7697293642744
2021-03-21,35182.09407022579,10058.299760766395,18843.65274274363,8837.544962495187,3128.449906311263,3144.491878954541,2046.3920731478333,4864.815536368229,1383.853872898615,3515.6200062155167,1343.2205960667368,11017.372319663113,142.9181574229407
2021-03-22,45495.28937825771,9320.153605628457,18591.32042235579,16769.212098920987,2361.3161658078952,2991.9609004091635,2045.1936316101853,4597.1132427368375,1562.5008207492147,3226.6946416186624,1135.9051371649266,11395.590847138956,178.13494762449216
2021-03-23,44358.14759579444,10126.476451895216,16444.255941638225,7501.745303338733,2982.53058535102,3215.5316668561213,2353.360877986899,5984.7774992546565,1170.6185232439386,3526.027930043295,1192.037676452865,12387.544327842723,208.3501163135155
2021-03-24,43621.89080739562,9548.59099449341,17864.19768232341,10106.789191032582,2052.9359135464892,3450.651694784874,1946.4212043546452,4420.1476613773775,1406.3878212804832,2305.2120992052774,1369.5683710311023,12650.791595606297,161.6341101180826
2021-03-25,36863.78338253421,8570.535732010414,18158.747300028233,9278.925512096068,2154.5974955930155,2979.369628936882,2259.5980331090323,4440.750623610798,1073.0483749069099,2639.2301673742422,1010.476026851076,12637.973785839988,213.95951801595038
2021-03-26,34153.31269365209,9281.577086937668,16682.58200748544,6118.399015197982,2632.699156152294,3460.837743361275,2079.1713172623467,5909.114013313167,1418.397322821916,2406.800271685733,1290.6771164143877,11820.717521382006,184.0855040201534
2021-03-27,41482.76950071002,7748.663117041728,17396.05000924442,13998.957267323804,2546.5634023533853,2919.530929719076,2093.953838407569,5008.461235285899,1251.7626803486992,3742.4101176014346,1024.2887115993865,11069.073076901896,195.6577002518857
2021-03-28,34832.12369373218,8742.176784968928,17616.543580923473,16785.405464894815,2550.314853111773,2766.480241327999,2127.2072943725334,5925.342525123042,1072.6507597775458,3948.810089667632,1210.167102889145,11710.344541328885,203.90639298949367
2021-03-29,41770.46790522266,8721.4498723885,18976.79503489292,9551.019783761963,2654.4159561622982,2975.159684561807,1916.3650567367135,5809.913071273735,1090.0878184368803,2875.6826950920567,1305.178616317101,10387.776579251422,184.2624017910133
2021-03-30,43744.436764493425,9549.525824975564,16490.92823685585,15468.68520814569,2222.795868405389,2640.9835456676233,1963.0151846052447,4803.926631227066,1592.1596210215089,3361.411866855773,1468.2998906439639,10517.122589471255,162.3323627403982
2021-03-31,49722.74906059184,10176.658770314983,17093.25087834864,16098.344555394613,2669.69065765031,2897.36870995064,2172.1796154394738,4669.337690622408,1434.7953710851166,3462.7987419766646,1582.4810445828512,11085.904387957373,195.34892303810466
2021-04-01,48698.95593408494,7890.263659607614,18201.638025028653,12474.406372231439,3086.8074686963864,2904.8738722814564,2281.0218225586214,5449.555649754908,1558.7205531585214,3383.738392261186,1308.3079418958544,11754.738395135353,191.65948827827683
2021-04-02,49193.45918651053,8071.3922522359835,18256.64949927792,16385.73823582163,2357.7178026561314,3454.7554287030844,2068.2049477374235,4766.163760572835,1397.5551506315373,2949.771635253979,1141.740164317429,12054.530410959072,198.47075215415418
2021-04-03,49577.231328170325,8241.91882446924,17866.407434416244,15043.75571478461,3147.7790399367,3004.9632147599464,2313.1162934866898,4172.911751735108,1159.17616212846,3406.6026790893875,1439.1830931653817,11744.948153249348,156.85124034487768
2021-04-04,45324.860512910425,9801.687969181803,16609.724802407552,6236.845200304921,2239.780108897905,2789.0811479999006,2118.0247228682315,4819.6713907549665,1014.6809009485239,3174.9946783566534,1356.8586587460477,12350.821008942374,207.74125116988267
2021-04-05,50541.748426564256,8027.690717173477,18145.25576922322,12233.736231340203,2291.4307534040895,3324.1539461617604,2393.394558363367,4092.281548950609,1546.1752326356327,3049.166531486282,1021.2923026345034,12214.308486054171,140.11240786040892
2021-04-06,49158.03592031449,10445.64020633505,16332.09429512155,10814.042422904788,2218.30704392586,3180.511647129227,2280.470645031307,5988.2451498052205,1101.3533634911842,2885.6155549338805,1564.0474924352766,12895.381120080705,185.82656389862484
2021-04-07,42020.410031390245,7759.466918518544,19005.087935958265,6551.392922777321,2172.064494661664,3280.921679189547,2210.033522574581,4943.633593586958,1543.7715973086015,3913.5676916013617,1006.809530564326,11931.128550813317,195.55033280800984
2021-04-08,40903.7368794863,10006.28069179012,17988.948346439385,14000.790731751451,3069.574193600545,3081.60600098901,2372.215459818735,4732.778324540789,1544.1478217699384,3862.509162952326,1490.9743970969012,12127.926803448414,171.18919513174433
2021-04-09,51036.92302692011,8988.480707301,17816.45940765971,16818.45594685711,2326.092132249312,2877.8477808438543,2199.465784940779,5885.281696553009,1196.7503694385196,2557.704687402489,1359.187580837125,11250.507584472012,146.84246518364728
2021-04-10,38651.50177461601,9458.078326211817,16097.895225975235,8224.414492805692,2616.290290615725,3377.834755076132,2001.827412808747,5807.379462129481,1491.0817726329437,2388.8927076007353,1313.7796407796843,11315.176347963841,155.02878739940942
2021-04-11,34492.70449251261,9082.080472835542,19858.712335900942,7888.621685731116,2129.7265740462462,3236.332153621438,2014.1142825932668,5850.870865987714,1584.3898394599937,2912.5141593100507,1143.1304544456295,10869.905492271335,209.2715033329556
2021-04-12,37652.1147747827,10458.16847447665,19831.944774135995,8351.223190127925,2563.0362849501103,2622.593842049978,2213.5641283057184,4977.307750168614,1072.7922067006332,3588.022113512361,1192.0875793812174,11676.184908014651,153.91641890529434
2021-04-13,45579.906067470016,9693.314745689948,16958.627518451285,9416.97172442768,2274.8661322573776,3021.1274034467406,1934.6820729396234,5564.401367400973,1388.196308053595,3348.781389486638,1466.9132451149549,11340.244743243516,145.59893810655362
2021-04-14,47069.244423872966,7737.254534045888,17784.407827239116,14069.17727081996,3199.7454943967114,2744.5285280522885,1970.5816032777263,4007.4275343671166,1362.189284062085,3970.326257986614,1599.581482197459,11944.11435549378,130.8571329158626
2021-04-15,38245.128592539404,8125.231189464123,18742.837843683228,14202.526752327283,2214.28387546422,2835.616960710693,2124.702380371873,5037.84828910631,1553.4656126369846,2710.114964715678,1184.4197271255484,10799.650679487926,217.92718171551326
2021-04-16,38267.09113770774,9079.036692389289,16420.727242210756,6631.960043583618,2014.4582922086088,2652.019691307684,2337.1848510245127,4243.7096424528545,1265.5012782052145,2320.157152551494,1546.432599899488,12534.269083785473,189.00339159785145
2021-04-17,47259.43122946192,8021.208906081871,19674.373060174064,14227.874169417433,2176.935944144825,2630.84160503094,2165.8394106300852,4387.916579705163,1257.0424912683193,3239.3788175578193,1430.203623297214,10566.18970295794,214.37141873545787
2021-04-18,47905.98017913285,8835.518182279402,19409.537641909992,7323.43577689441,2188.1889900572505,2972.970263434323,2233.1946276241492,5228.747690284859,1463.2925838350857,3372.959530070181,1210.9627782583357,10456.247455366096,180.81070106632612
2021-04-19,43417.72713512202,7708.461334397944,18841.44262326184,16648.480435578982,2180.8961757943916,3391.7992875793207,2221.3199891883346,4046.320203078275,1138.335492485933,3753.756105112113,1279.4405359200255,12324.083719965403,168.83483717135914
2021-04-20,34053.2254166957,9920.248514872581,16295.515291625688,7471.534603613615,3022.123306917724,3216.701832696165,2335.6336535181795,5140.948240410009,1320.8116548961475,3280.981147824564,1287.092556280882,11333.03880016918,165.62222557784844
2021-04-21,50963.34364092254,7977.414045689202,18650.47335702029,14607.539550208558,2288.913099275295,3103.022724661587,2218.6237268283353,4930.022422434329,1130.6381557279021,3942.0016981854874,1249.9713643142666,10428.697411078101,205.06787567764007
2021-04-22,36246.96371158488,10217.076581525063,17741.562273607917,7988.733532702589,2806.561031628769,3521.9980176364547,2270.863593688878,4061.5883124919555,1207.641152365108,2799.437917457613,1107.645441148357,12321.648549966652,213.31968471056365
2021-04-23,50620.88996844995,9714.84268529124,16977.151989982594,11235.029602833989,2055.347231573582,3356.4796708201784,2070.296501878835,5366.370012749769,1226.6759216321807,2724.4123560524517,1137.8198482378023,11757.970966545701,155.4498851169077
2021-04-24,34324.4402880922,9821.162275111375,16544.853948998738,9436.256219530695,3076.474360130578,3330.5101101420437,2281.647573466975,5107.541123011151,1073.8849507812017,3542.761136351831,1299.9845763519343,11634.68461598742,198.28605693838688
2021-04-25,44849.4187260537,8114.467551590391,18262.543570537444,12087.874139788233,3194.9813896766436,2659.0823796146597,2122.5665889973006,5340.591198174117,1114.561141517926,2651.1236624973862,1435.9109321634337,10846.901344366754,162.33926732019086
2021-04-26,46549.11601895335,8451.432728455085,18271.452287172167,12162.35387892296,2071.6073497030225,3540.016276710039,2368.643663569552,4146.575714001433,1366.7842001773274,3622.214190656203,1044.0052470392932,12979.719372553482,209.20916025043397
2021-04-27,46222.927593043896,8134.340728267415,17366.08550147409,12587.219328255811,1953.2643955230662,3556.596950266883,2180.6879115904353,5062.030255345811,1016.6464037522733,3975.4191858905997,1010.2185229532256,12536.572097956227,150.18463598780676
2021-04-28,43149.81512047151,8904.564809408812,19141.567529243242,12900.645153119749,2414.5947203734513,3415.922243526077,2302.351679036068,5166.808848236202,1186.3000592110961,3003.2822562589377,1077.1632884020364,10486.743137335458,130.74265517493205
2021-04-29,41574.17380519004,9658.010969188705,19066.323961153386,12800.955560555529,2356.0817759238876,2619.6143015317275,1917.3251379565165,4690.918255273653,1560.313806104743,3202.3632719718958,1106.6243738785881,10667.973280206392,149.4882958604751
2021-04-30,39324.05302609765,8185.989934050424,19587.14873043337,14848.518777377592,2843.371109703801,2821.5029634913417,2201.134488697876,4984.406862642584,1250.702518463893,3285.6743355744065,1450.1121971384632,12078.479030165821,163.52389793701326
